celebrity,Olivia Culpo has a princess moment in yellow and white gown as walks the red carpet at British Fashion Awards,She's the former Miss Universe who has found fame as a model.And Olivia Culpo put on an incredibly stylish display on at the British Fashion Council Awards held at London's Royal Albert Hall on Monday evening. The 27-year-old beauty opted for a gorgeous Ralph & Russo gown straight from their Autumn-Winter 2019/2020 Couture Collection runway. celebrity,Tiffany Haddish worries hosting the Oscars would be 'too much stress'... then admits she'd do it 'if they paid me',With no host in place yet for the 92nd Oscars next year. Tiffany Haddish reveals she is happy to take over as host - but only if she gets paid.The comedienne. who turns 40 on Tuesday. was asked about the burgeoning fan campaign for her to host the Oscars on The Tonight Show Starring Jimmy Fallon during an appearance on Monday night. The actress responded by saying: 'That's what's up. that's probably the whole African diaspora.' before stating that she would host the Oscars. on two conditions. 'I would if they paid me and I could do it with somebody.' she said. before asking Fallon if he had hosted the Oscars before.
celebrity,Justin Hartley's estranged wife Chrishell breaks her silence with cryptic social share... nearly one week after he filed for divorce,Chrishell Stause broke her silence nearly one week after her husband. Justin Hartley. filed for divorce to end their two-year marriage.The 38-year-old reality star took to Instagram to share a cryptic post for her 270.000 followers about her current status post filing. She posted a quote by Nishan Panwar: 'It's hard to watch people change right in front of you. But it's even harder remembering who they used to be.'
celebrity,Kendall Jenner's parody 'twin brother' Kirby Jenner lands new show... and she signs on to executive produce,He's been parodying the Kardashian-Jenners for years. expertly Photoshopping himself into their images for the amusement of 1.2million Instagram followers.Now 'performance artist' Kirby Jenner has joined the ranks of the reality stars he satires. landing his own online show.Not only that. but Kendall Jenner has signed on to executive produce the self-titled Kirby Jenner series. which will be on new mobile streaming service Quibi.
celebrity,How Tarek El Moussa Introduced His Kids to Girlfriend Heather Rae Young After Divorce: I ‘Tried to Make It Fun’,A proper introduction. Tarek El Moussa opened about how his children first became acquainted with his girlfriend. Heather Rae Young. following his 2018 divorce from Christina Anstead.Speaking with Today Parents. the 38-year-old Flip or Flop star revealed that he eased his kids into his new romance by showing them pictures and videos of the couple together. “I started the conversation first with my daughter. Taylor. because she is older than my son. Brayden.” he said of his 9-year-old daughter and son. 4. with Anstead on Monday. December 2.
celebrity,Mike Caussin Showered Wife Jana Kramer With Love on Her 36th Birthday After Topless Photo Scandal,Birthday bliss! Jana Kramer celebrated her birthday in style thanks to her husband Mike Caussin and a surprise getaway to Chicago.The country singer rang in her 36th birthday on Monday. December 2. with a few memorable surprises from her family. Kramer showed off her spoils on her Instagram Stories. which started with a sweet video message and collage featuring images of her children Jolie. 3. and Jace. 1.
celebrity,Alec Baldwin works off Thanksgiving feast as he takes part in Mariska Hargitay's Turkey Bowl while wife Hilaria watches on from the sidelines,He feasted with his family over Thanksgiving.And Alec Baldwin worked off some of that gravy as he took part in Mariska Hargitay's sixth annual Turkey Bowl in the Hamptons on Saturday.  Spectators were all bundled up from head-to-toe for the event. but Alec. 61. didn't let the chilly weather stop him from giving it his all on the field.   
celebrity,Gerard Butler is workout ready as he kick starts his week with a cup of coffee and a morning yoga class,He recently locked in the lead role in Liongate's latest action movie. The Plane.And on Monday morning. Gerard Butler. 50. was spotted heading off to a yoga class to start his week off on the right foot.The famed actor was spotted heading into class with a cup of coffee and his yoga mat in West Hollywood.
celebrity,Teddi Mellencamp announces her 'adorable doggy Khaleesi' died at a 'place of care',Pregnant Teddi Mellencamp dealt with a tragedy on Monday as she announced the death of her Pomeranian Khaleesi.The 38-year-old Real Housewives Of Beverly Hills star shared a throwback photo of the family with their 'furry baby' to mark the solemn occasion. explaining she was not present when the death occurred.'Without going too into it - we were out of town and placed Khaleesi in a place of care where an accident happened.' she explained.'Sometimes things happen out of your control; we our doing our best to grieve as a family while also remembering the good times with our furry baby. We love you and miss you dearly.'
celebrity,Katy Perry strips down to nothing to get a massage from a reindeer in jolly Cozy Little Christmas music video,Katy Perry dropped a music video for last year's jingly holiday single Cozy Little Christmas on Monday.And in the sassy clip. the 35-year-old pop star gets up close and personal with quite the curious creature.Katy slipped her top off so she could relax with a massage from a cheeky reindeer.
celebrity,Hailey Bieber serves holiday spirit in bright red suit as she visits her hair salon in West Hollywood,She's already decorated her Christmas tree.And now Hailey Bieber is channeling the big man himself through her daily wardrobe.The model wife of singer Justin served Santa vibes on Monday as she stepped out in a bright red ensemble in West Hollywood.
celebrity,Kim Kardashian is keeping up with Khloe as she rocks shorter hair to film KUWTK over lunch,Among the myriad benefits of reality stardom. one is often overlooked — a free lunch.Kim Kardashian caught up with sister Khloe in front of the cameras on Monday. as the pair filmed Keeping Up With The Kardashians.As a working meal producers would normally pick up the check for the meal at the Granville Restaurant in Studio City.
celebrity,Jeremy Clarkson launches scathing attack on Greta Thunberg,Jeremy Clarkson has unleashed another fiery attack on teenage eco-warrior Greta Thunberg.The 59-year-old petrol head has turned his attention to 16-year-old climate change activist Greta once again as he promotes the new series of his Amazon Originals show. The Grand Tour.Jezza - who has made a habit of singling out the young activist both on social media and in his column for The Sun - has accused the Swedish star of being a hypocrite.Dismissing her as nothing more than “a stupid idiot.” Jeremy suggests her speech at the United Nations in September offered no solutions when she scolded World Leaders when she accused them of stealing her “dreams and childhood”.
celebrity,Beckham's make a combined loss for first time ever sparking fears they are losing influence,The Beckham’s power and influence may well be beginning to wane as the fame hungry family have reported combined losses for the first time ever.Former Spice Girl Victoria Beckham. 45. and her 44-year-old former footballer husband have seen a downturn in fortunes - both figuratively and financially.Vicky’s troubled fashion empire appears to continue to haemorrhage money for the famous couple - with hubby Dave forced to bail out the business time and again since it launched 10 years ago.And now financial reports have suggested the couple have seen their combined business lose £1.5 million after tax.
celebrity,Cash-strapped Katie Price 'begs friends' for money to launch new business ventures,Katie Price is reportedly begging her pals for money in the aftermath of her bankruptcy hearing.The troubled reality star was declared bankrupt earlier this week and is said to be fearing she could be forced out of her £2million 'mucky' mansion after owing thousands to creditors.Sources close to Katie say she's come up with a plan to help get her dire finances back on track. but it involves some input from her friends."Katie’s been asking friends for loans. saying that she’s already got several business ideas in the pipeline and that she’ll make her millions back in no time." an insider told The Sun.
celebrity,Brad Pitt Discusses Struggles with Drinking and Coming to Terms With His ''Mistakes'' in Candid Interview,Brad Pitt is baring his soul. The 55-year-old actor recently sat down with fellow veteran actor Anthony Hopkins for a discussion for Interview magazine. where the two open up with each other about their struggles with drinking. coming to terms with their past mistakes and the different type of happiness that comes with growing older. Pitt begins the lengthy and personal exchange between the two by asking Hopkins about whether he believes in fate. "And I don't mean in destiny or greatness." Pitt asks. "I just mean that things are fated."The Fight Club actor. who shares he's come to believe in this in recent years asks Hopkins to elaborate. Hopkins explains: "My impression is that I sat on this big beast. whatever it is—life. At some point. I made an unconscious choice to sit on this beautiful. powerful thing. And I just go where it takes me. I think that's what happens to people like you and myself. We don't even know why. Maybe it's a desire to escape from something. But what I believe now is that we can't take credit or blame."
celebrity,Amy Poehler and Nick Offerman Promise Making It Season 2 Is Just As Delightful As Season One,If it ain't broke. why fix it? That's generally the idea going into Making It season two. which hasn't changed much from Making It. season one. E! News' Erin Lim sat down with Amy Poehler and Nick Offerman. hosts of NBC's craft competition. and found out that if you loved the show last season. you're going to love it this season. despite Poehler's jokes. "There's gonna be so many more blockbuster explosions. CGI. tons of mystery. backstabbing...""It's pretty much the same." admitted Offerman. "We saw how well it went in season one." said Poehler. "And we did what any smart producers would do. and we're gonna just..." "Keep it the same." (We'll also spoil for you that that means the craft puns are also still in tact.) 
celebrity,Go Inside Kelly Clarkson's $7.5 Million Tennessee Mansion,Some people wait a lifetime for a home like this!As Kelly Clarkson continues to spend more time in Los Angeles thanks to her talk show and coaching duties on The Voice. it's only fitting that the music superstar is saying goodbye to her Tennessee property.According to online records. Kelly's 20.000-square-foot house is now listed for sale at $7.5 million. It was previously put on the market for an asking price of $8.75 million.Sitting on four acres of land. the home is just 25 miles from the busy city of Nashville. But based on the amenities we see. there's no reason to leave this special home.The gated waterfront estate. which sits on a quiet cul-de-sac. includes seven bedrooms and eight full baths. Lucky residents can enjoy a private dock. a saltwater pool and not one but two spas.
celebrity,Why President Donald Trump Won't See Prince Harry and Meghan Markle During His London Visit,President Donald Trump won't be seeing the entire royal family this trip.As the President of the United States heads to London for a two-day NATO summit. some royal watchers may be wondering if the political leader will be interacting with Prince Harry and Meghan Markle.While Trump is scheduled to visit Buckingham Palace Tuesday evening for a drinks reception hosted by Queen Elizabeth II. not every royal family member will be in attendance.Although Kate Middleton. Prince Charles and Camilla. Duchess of Cornwall are expected to attend. the Duke and Duchess of Sussex will miss the event because it falls during their "family time.""The Duke and Duchess of Sussex are looking forward to extended family time towards the end of this month." a spokesperson for the couple previously shared in November. "Having spent the last two Christmases at Sandringham. Their Royal Highnesses will spend the holiday this year. as a new family. with the Duchess' mother Doria Ragland."
celebrity,Rihanna. Tom Cruise and More Stars Show Up and Show Out at the British Fashion Awards,Let the fashion extravaganza begin!While our favorite celebrities didn't really need an excuse to get dolled up on a Monday. the British Fashion Awards were in full effect. And everyone from Rihanna to Julia Roberts to Winnie Harlow pulled out all of the style stops for the grand occasion. which was held at the Royal Albert Hall in London. England.Even Tom Cruise made a rare public appearance at the star-studded ceremony.Of course. the special event is not only a place for celebrities to show off their gasp-worthy lewks on the red carpet. but the awards ceremony honors the best of the best in British fashion.This year. the industry's finest designers are nominated. including Alessandro Michele for Gucci. Simon Porte Jacquemus for Jacquemus. Riccardo Tisci for Burberry and so many others. In fact. Rihanna has already nabbed her first-ever British Award for her luxury fashion label. Fenty.
celebrity,Danica Patrick gushes about 'uber attractive' beau Aaron Rodgers on his 36th birthday: 'I am so grateful the universe made you!',Former pro-racing driver Danica Patrick shared a gushing birthday tribute to 'my best friend and favorite person in the world' NFL quarterback Aaron Rodgers. who turned 36 on Monday.The petite 31-year-old. who stands just 5ft2in tall. posted a snap of them walking along a beach as her 6ft2in beau towered over her.They have been together since February 2018. 
